Unnamed: 0,tags,value,series_id
9990,authorizedParticipantName,"BNY Mellon Capital Markets, LLC",S000004361
9991,authorizedParticipantFileNo,8-35255,S000004361
9992,authorizedParticipantCrdNo,000017454,S000004361
9993,authorizedParticipantLei,VJW2DOOHGDT6PR0ZRO63,S000004361
9994,authorizedParticipantPurchaseValue,0.00000000,S000004361
9995,authorizedParticipantRedeemValue,0.00000000,S000004361
9996,authorizedParticipantName,Pershing LLC,S000004361
9997,authorizedParticipantFileNo,8-17574,S000004361
9998,authorizedParticipantCrdNo,000007560,S000004361
9999,authorizedParticipantLei,ZI8Q1A8EI8LQFJNM0D94,S000004361
10000,authorizedParticipantPurchaseValue,0.00000000,S000004361
10001,authorizedParticipantRedeemValue,554955831.50000000,S000004361
10002,authorizedParticipantName,ABN AMRO Clearing USA LLC,S000004361
10003,authorizedParticipantFileNo,8-34354,S000004361
10004,authorizedParticipantCrdNo,000014020,S000004361
10005,authorizedParticipantLei,549300U16G4LU3V6C598,S000004361
10006,authorizedParticipantPurchaseValue,0.00000000,S000004361
10007,authorizedParticipantRedeemValue,0.00000000,S000004361
10008,authorizedParticipantName,Scotia Capital (USA) Inc.,S000004361
10009,authorizedParticipantFileNo,8-3716,S000004361
10010,authorizedParticipantCrdNo,000002739,S000004361
10011,authorizedParticipantLei,549300BLWPABP1VNME36,S000004361
10012,authorizedParticipantPurchaseValue,0.00000000,S000004361
10013,authorizedParticipantRedeemValue,0.00000000,S000004361
10014,authorizedParticipantName,J.P. Morgan Securities LLC/JPMC,S000004361
10015,authorizedParticipantFileNo,8-35008,S000004361
10016,authorizedParticipantCrdNo,000000079,S000004361
10017,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000004361
10018,authorizedParticipantPurchaseValue,15567185847.90000000,S000004361
10019,authorizedParticipantRedeemValue,25044605518.10000000,S000004361
10020,authorizedParticipantName,"BNP Paribas Prime Brokerage, Inc.",S000004361
10021,authorizedParticipantFileNo,8-40490,S000004361
10022,authorizedParticipantCrdNo,000024962,S000004361
10023,authorizedParticipantLei,7VHWWWW4UJS7NUM3PT30,S000004361
10024,authorizedParticipantPurchaseValue,21289445.60000000,S000004361
10025,authorizedParticipantRedeemValue,0.00000000,S000004361
10026,authorizedParticipantName,"Wells Fargo Securities, LLC",S000004361
10027,authorizedParticipantFileNo,8-65876,S000004361
10028,authorizedParticipantCrdNo,000126292,S000004361
10029,authorizedParticipantLei,VYVVCKR63DVZZN70PB21,S000004361
10030,authorizedParticipantPurchaseValue,0.00000000,S000004361
10031,authorizedParticipantRedeemValue,0.00000000,S000004361
10032,authorizedParticipantName,Merrill Lynch Professional Clearing Corp.,S000004361
10033,authorizedParticipantFileNo,8-33359,S000004361
10034,authorizedParticipantCrdNo,000016139,S000004361
10035,authorizedParticipantLei,549300PMHS66E71I2D34,S000004361
10036,authorizedParticipantPurchaseValue,5638590815.40000000,S000004361
10037,authorizedParticipantRedeemValue,4977377684.10000000,S000004361
10038,authorizedParticipantName,UBS Securities LLC,S000004361
10039,authorizedParticipantFileNo,8-22651,S000004361
10040,authorizedParticipantCrdNo,000007654,S000004361
10041,authorizedParticipantLei,T6FIZBDPKLYJKFCRVK44,S000004361
10042,authorizedParticipantPurchaseValue,0.00000000,S000004361
10043,authorizedParticipantRedeemValue,0.00000000,S000004361
10044,authorizedParticipantName,"BofA Securities, Inc.",S000004361
10045,authorizedParticipantFileNo,8-69787,S000004361
10046,authorizedParticipantCrdNo,000283942,S000004361
10047,authorizedParticipantLei,549300HN4UKV1E2R3U73,S000004361
10048,authorizedParticipantPurchaseValue,0.00000000,S000004361
10049,authorizedParticipantRedeemValue,0.00000000,S000004361
10050,authorizedParticipantName,Citigroup Global Markets Inc.,S000004361
10051,authorizedParticipantFileNo,8-8177,S000004361
10052,authorizedParticipantCrdNo,000007059,S000004361
10053,authorizedParticipantLei,MBNUM2BPBDO7JBLYG310,S000004361
10054,authorizedParticipantPurchaseValue,2898137541.90000000,S000004361
10055,authorizedParticipantRedeemValue,161097697.20000000,S000004361
10056,authorizedParticipantName,"Nomura Securities International, Inc.",S000004361
10057,authorizedParticipantFileNo,8-15255,S000004361
10058,authorizedParticipantCrdNo,000004297,S000004361
10059,authorizedParticipantLei,OXTKY6Q8X53C9ILVV871,S000004361
10060,authorizedParticipantPurchaseValue,0.00000000,S000004361
10061,authorizedParticipantRedeemValue,0.00000000,S000004361
10062,authorizedParticipantName,Barclays Capital Inc.,S000004361
10063,authorizedParticipantFileNo,8-41342,S000004361
10064,authorizedParticipantCrdNo,000019714,S000004361
10065,authorizedParticipantLei,AC28XWWI3WIBK2824319,S000004361
10066,authorizedParticipantPurchaseValue,1525758935.10000000,S000004361
10067,authorizedParticipantRedeemValue,182705937.90000000,S000004361
10068,authorizedParticipantName,BNP Paribas Securities Corp.,S000004361
10069,authorizedParticipantFileNo,8-32682,S000004361
10070,authorizedParticipantCrdNo,000015794,S000004361
10071,authorizedParticipantLei,RCNB6OTYUAMMP879YW96,S000004361
10072,authorizedParticipantPurchaseValue,0.00000000,S000004361
10073,authorizedParticipantRedeemValue,0.00000000,S000004361
10074,authorizedParticipantName,Macquarie Capital (USA) Inc.,S000004361
10075,authorizedParticipantFileNo,8-47198,S000004361
10076,authorizedParticipantCrdNo,000036368,S000004361
10077,authorizedParticipantLei,549300670K07JRB5UQ40,S000004361
10078,authorizedParticipantPurchaseValue,0.00000000,S000004361
10079,authorizedParticipantRedeemValue,0.00000000,S000004361
10080,authorizedParticipantName,Jefferies LLC,S000004361
10081,authorizedParticipantFileNo,8-15074,S000004361
10082,authorizedParticipantCrdNo,000002347,S000004361
10083,authorizedParticipantLei,58PU97L1C0WSRCWADL48,S000004361
10084,authorizedParticipantPurchaseValue,824657614.50000000,S000004361
10085,authorizedParticipantRedeemValue,521019108.50000000,S000004361
10086,authorizedParticipantName,"SG Americas Securities, LLC",S000004361
10087,authorizedParticipantFileNo,8-66125,S000004361
10088,authorizedParticipantCrdNo,000128351,S000004361
10089,authorizedParticipantLei,549300F35UE0BOM1WJ55,S000004361
10090,authorizedParticipantPurchaseValue,0.00000000,S000004361
10091,authorizedParticipantRedeemValue,0.00000000,S000004361
10092,authorizedParticipantName,HSBC Securities (USA) Inc.,S000004361
10093,authorizedParticipantFileNo,8-41562,S000004361
10094,authorizedParticipantCrdNo,000019585,S000004361
10095,authorizedParticipantLei,CYYGQCGNHMHPSMRL3R97,S000004361
10096,authorizedParticipantPurchaseValue,35468128.80000000,S000004361
10097,authorizedParticipantRedeemValue,0.00000000,S000004361
10098,authorizedParticipantName,Citadel Securities LLC,S000004361
10099,authorizedParticipantFileNo,8-53574,S000004361
10100,authorizedParticipantCrdNo,000116797,S000004361
10101,authorizedParticipantLei,12UUJYTN7D3SW8KCSG25,S000004361
10102,authorizedParticipantPurchaseValue,0.00000000,S000004361
10103,authorizedParticipantRedeemValue,0.00000000,S000004361
10104,authorizedParticipantName,"ITAU BBA USA Securities, Inc.",S000004361
10105,authorizedParticipantFileNo,8-53702,S000004361
10106,authorizedParticipantCrdNo,000118817,S000004361
10107,authorizedParticipantLei,5493008E85XK12EKYI22,S000004361
10108,authorizedParticipantPurchaseValue,0.00000000,S000004361
10109,authorizedParticipantRedeemValue,0.00000000,S000004361
10110,authorizedParticipantName,Goldman Sachs & Co. LLC,S000004361
10111,authorizedParticipantFileNo,8-129,S000004361
10112,authorizedParticipantCrdNo,000000361,S000004361
10113,authorizedParticipantLei,FOR8UP27PHTHYVLBNG30,S000004361
10114,authorizedParticipantPurchaseValue,7458014368.10000000,S000004361
10115,authorizedParticipantRedeemValue,5023437262.30000000,S000004361
10116,authorizedParticipantName,Interactive Brokers LLC,S000004361
10117,authorizedParticipantFileNo,8-47257,S000004361
10118,authorizedParticipantCrdNo,000036418,S000004361
10119,authorizedParticipantLei,50OBSE5T5521O6SMZR28,S000004361
10120,authorizedParticipantPurchaseValue,0.00000000,S000004361
10121,authorizedParticipantRedeemValue,0.00000000,S000004361
10122,authorizedParticipantName,Mizuho Securities USA LLC,S000004361
10123,authorizedParticipantFileNo,8-37710,S000004361
10124,authorizedParticipantCrdNo,000019647,S000004361
10125,authorizedParticipantLei,7TK5RJIZDFROZCA6XF66,S000004361
10126,authorizedParticipantPurchaseValue,0.00000000,S000004361
10127,authorizedParticipantRedeemValue,0.00000000,S000004361
10128,authorizedParticipantName,Morgan Stanley & Co. LLC,S000004361
10129,authorizedParticipantFileNo,8-15869,S000004361
10130,authorizedParticipantCrdNo,000008209,S000004361
10131,authorizedParticipantLei,9R7GPTSO7KV3UQJZQ078,S000004361
10132,authorizedParticipantPurchaseValue,8160777799.60000000,S000004361
10133,authorizedParticipantRedeemValue,4159324482.00000000,S000004361
10134,authorizedParticipantName,Cantor Fitzgerald & Co.,S000004361
10135,authorizedParticipantFileNo,8-201,S000004361
10136,authorizedParticipantCrdNo,000000134,S000004361
10137,authorizedParticipantLei,5493004J7H4GCPG6OB62,S000004361
10138,authorizedParticipantPurchaseValue,0.00000000,S000004361
10139,authorizedParticipantRedeemValue,0.00000000,S000004361
10140,authorizedParticipantName,"RBC Capital Markets, LLC",S000004361
10141,authorizedParticipantFileNo,8-45411,S000004361
10142,authorizedParticipantCrdNo,000031194,S000004361
10143,authorizedParticipantLei,549300LCO2FLSSVFFR64,S000004361
10144,authorizedParticipantPurchaseValue,54975333.80000000,S000004361
10145,authorizedParticipantRedeemValue,21289445.60000000,S000004361
10146,authorizedParticipantName,Credit Suisse Securities (USA) LLC,S000004361
10147,authorizedParticipantFileNo,8-422,S000004361
10148,authorizedParticipantCrdNo,000000816,S000004361
10149,authorizedParticipantLei,1V8Y6QCX6YMJ2OELII46,S000004361
10150,authorizedParticipantPurchaseValue,0.00000000,S000004361
10151,authorizedParticipantRedeemValue,0.00000000,S000004361
10152,isCollateralRequired,Y,S000004361
10153,creationUnitNumOfShares,100000.00000000,S000004361
10154,averagePercentagePurchased,0.81830275,S000004361
10155,standardDeviationPurchased,0.64869454,S000004361
10156,creationUnitPurchasedInKind,99.18169724,S000004361
10157,creationUnitPurchasedSDInKind,0.64869454,S000004361
10158,averagePercentageRedeemed,1.66411764,S000004361
10159,percentSDRedeemed,0.96199190,S000004361
10160,creationUnitPercentageRedeemedInKind,98.33588235,S000004361
10161,creationUnitSDRedeemedInKind,0.96199190,S000004361
10162,creationUnitTransactionFeePerUnit,0.00000000,S000004361
10163,creationUnitTransactionFeeManyUnits,500.00000000,S000004361
10164,creationUnitTransactionFeePercentagePerUnit,0.00000000,S000004361
10165,creationUnitTransactionFeeCashPerUnit,0.00000000,S000004361
10166,creationUnitTransactionFeeCashManyUnits,500.00000000,S000004361
10167,creationUnitTransactionFeeCashPercentagePerUnit,0.00000000,S000004361
10168,purchaseCreationUnitDollarPerUnit,0.00000000,S000004361
10169,purchaseCreationUnitDollarPerMoreUnits,500.00000000,S000004361
10170,purchaseCreationUnitDollarPercentagePerUnit,0.00000000,S000004361
10171,purchaseCreationUnitCashPerUnit,0.00000000,S000004361
10172,purchaseCreationUnitCashPerMoreUnits,500.00000000,S000004361
10173,purchaseCreationUnitCashPercentagePerUnit,0.00000000,S000004361
10174,isInKindETF,N,S000004361
10175,fundName,iShares California Muni Bond ETF,S000004361
10176,etfSeriesId,S000019341,S000004361
10177,fundExchange,ARCX,S000004361
10178,fundsTickerSymbol,CMF,S000004361
10179,authorizedParticipantName,J.P. Morgan Securities LLC/JPMC,S000004361
10180,authorizedParticipantFileNo,8-35008,S000004361
10181,authorizedParticipantCrdNo,000000079,S000004361
10182,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000004361
10183,authorizedParticipantPurchaseValue,113931835.00000000,S000004361
10184,authorizedParticipantRedeemValue,136640588.05000000,S000004361
10185,authorizedParticipantName,Mizuho Securities USA LLC,S000004361
10186,authorizedParticipantFileNo,8-37710,S000004361
10187,authorizedParticipantCrdNo,000019647,S000004361
10188,authorizedParticipantLei,7TK5RJIZDFROZCA6XF66,S000004361
10189,authorizedParticipantPurchaseValue,0.00000000,S000004361
10190,authorizedParticipantRedeemValue,0.00000000,S000004361
10191,authorizedParticipantName,UBS Securities LLC,S000004361
10192,authorizedParticipantFileNo,8-22651,S000004361
10193,authorizedParticipantCrdNo,000007654,S000004361
10194,authorizedParticipantLei,T6FIZBDPKLYJKFCRVK44,S000004361
10195,authorizedParticipantPurchaseValue,0.00000000,S000004361
10196,authorizedParticipantRedeemValue,0.00000000,S000004361
10197,authorizedParticipantName,Credit Suisse Securities (USA) LLC,S000004361
10198,authorizedParticipantFileNo,8-422,S000004361
10199,authorizedParticipantCrdNo,000000816,S000004361
10200,authorizedParticipantLei,1V8Y6QCX6YMJ2OELII46,S000004361
10201,authorizedParticipantPurchaseValue,0.00000000,S000004361
10202,authorizedParticipantRedeemValue,0.00000000,S000004361
10203,authorizedParticipantName,Citadel Securities LLC,S000004361
10204,authorizedParticipantFileNo,8-53574,S000004361
10205,authorizedParticipantCrdNo,000116797,S000004361
10206,authorizedParticipantLei,12UUJYTN7D3SW8KCSG25,S000004361
10207,authorizedParticipantPurchaseValue,0.00000000,S000004361
10208,authorizedParticipantRedeemValue,0.00000000,S000004361
10209,authorizedParticipantName,Jefferies LLC,S000004361
10210,authorizedParticipantFileNo,8-15074,S000004361
10211,authorizedParticipantCrdNo,000002347,S000004361
10212,authorizedParticipantLei,58PU97L1C0WSRCWADL48,S000004361
10213,authorizedParticipantPurchaseValue,0.00000000,S000004361
10214,authorizedParticipantRedeemValue,0.00000000,S000004361
10215,authorizedParticipantName,TD Prime Services LLC,S000004361
10216,authorizedParticipantFileNo,8-000,S000004361
10217,authorizedParticipantCrdNo,,S000004361
10218,authorizedParticipantLei,549300ZBQI1JB1844X09,S000004361
10219,authorizedParticipantPurchaseValue,0.00000000,S000004361
10220,authorizedParticipantRedeemValue,0.00000000,S000004361
10221,authorizedParticipantName,"BNY Mellon Capital Markets, LLC",S000004361
10222,authorizedParticipantFileNo,8-35255,S000004361
10223,authorizedParticipantCrdNo,000017454,S000004361
10224,authorizedParticipantLei,VJW2DOOHGDT6PR0ZRO63,S000004361
10225,authorizedParticipantPurchaseValue,0.00000000,S000004361
10226,authorizedParticipantRedeemValue,0.00000000,S000004361
10227,authorizedParticipantName,"Nomura Securities International, Inc.",S000004361
10228,authorizedParticipantFileNo,8-15255,S000004361
10229,authorizedParticipantCrdNo,000004297,S000004361
10230,authorizedParticipantLei,OXTKY6Q8X53C9ILVV871,S000004361
10231,authorizedParticipantPurchaseValue,0.00000000,S000004361
10232,authorizedParticipantRedeemValue,0.00000000,S000004361
10233,authorizedParticipantName,Morgan Stanley & Co. LLC,S000004361
10234,authorizedParticipantFileNo,8-15869,S000004361
10235,authorizedParticipantCrdNo,000008209,S000004361
10236,authorizedParticipantLei,9R7GPTSO7KV3UQJZQ078,S000004361
10237,authorizedParticipantPurchaseValue,0.00000000,S000004361
10238,authorizedParticipantRedeemValue,0.00000000,S000004361
10239,authorizedParticipantName,Goldman Sachs & Co. LLC,S000004361
10240,authorizedParticipantFileNo,8-129,S000004361
10241,authorizedParticipantCrdNo,000000361,S000004361
10242,authorizedParticipantLei,FOR8UP27PHTHYVLBNG30,S000004361
10243,authorizedParticipantPurchaseValue,136351311.10000000,S000004361
10244,authorizedParticipantRedeemValue,110886658.80000000,S000004361
10245,authorizedParticipantName,Virtu Americas LLC,S000004361
10246,authorizedParticipantFileNo,8-68193,S000004361
10247,authorizedParticipantCrdNo,000149823,S000004361
10248,authorizedParticipantLei,549300RA02N3BNSWBV74,S000004361
10249,authorizedParticipantPurchaseValue,47498407.35000000,S000004361
10250,authorizedParticipantRedeemValue,0.00000000,S000004361
10251,authorizedParticipantName,Macquarie Capital (USA) Inc.,S000004361
10252,authorizedParticipantFileNo,8-47198,S000004361
10253,authorizedParticipantCrdNo,000036368,S000004361
10254,authorizedParticipantLei,549300670K07JRB5UQ40,S000004361
10255,authorizedParticipantPurchaseValue,0.00000000,S000004361
10256,authorizedParticipantRedeemValue,0.00000000,S000004361
10257,authorizedParticipantName,Merrill Lynch Professional Clearing Corp.,S000004361
10258,authorizedParticipantFileNo,8-33359,S000004361
10259,authorizedParticipantCrdNo,000016139,S000004361
10260,authorizedParticipantLei,549300PMHS66E71I2D34,S000004361
10261,authorizedParticipantPurchaseValue,205722224.25000000,S000004361
10262,authorizedParticipantRedeemValue,53784053.10000000,S000004361
10263,authorizedParticipantName,"BNP Paribas Prime Brokerage, Inc.",S000004361
10264,authorizedParticipantFileNo,8-40490,S000004361
10265,authorizedParticipantCrdNo,000024962,S000004361
10266,authorizedParticipantLei,7VHWWWW4UJS7NUM3PT30,S000004361
10267,authorizedParticipantPurchaseValue,0.00000000,S000004361
10268,authorizedParticipantRedeemValue,0.00000000,S000004361
10269,authorizedParticipantName,Deutsche Bank Securities Inc.,S000004361
10270,authorizedParticipantFileNo,8-17822,S000004361
10271,authorizedParticipantCrdNo,000002525,S000004361
